Word,Document Frequency,Postings
interview,2,"[{'course_id': 'ADM 3323', 'doc_id': 31, 'term_frequency': 1}, {'course_id': 'PSY 6143', 'doc_id': 284, 'term_frequency': 1}]"
intracrani,1,"[{'course_id': 'PSY 4302', 'doc_id': 220, 'term_frequency': 1}]"
intrapreneurship,1,"[{'course_id': 'ADM 2313', 'doc_id': 9, 'term_frequency': 1}]"
introduc,10,"[{'course_id': 'ADM 1100', 'doc_id': 0, 'term_frequency': 1}, {'course_id': 'ADM 1300', 'doc_id': 2, 'term_frequency': 1}, {'course_id': 'ADM 1340', 'doc_id': 4, 'term_frequency': 1}, {'course_id': 'ADM 2341', 'doc_id': 13, 'term_frequency': 1}, {'course_id': 'ADM 3305', 'doc_id': 22, 'term_frequency': 1}, {'course_id': 'ADM 3360', 'doc_id': 45, 'term_frequency': 1}, {'course_id': 'ADM 4316', 'doc_id': 60, 'term_frequency': 1}, {'course_id': 'ADM 4346', 'doc_id': 78, 'term_frequency': 1}, {'course_id': 'PSY 6105', 'doc_id': 268, 'term_frequency': 1}, {'course_id': 'MAT 1362', 'doc_id': 371, 'term_frequency': 1}]"
introduct,56,"[{'course_id': 'ADM 1370', 'doc_id': 5, 'term_frequency': 3}, {'course_id': 'ADM 2302', 'doc_id': 6, 'term_frequency': 1}, {'course_id': 'ADM 2303', 'doc_id': 7, 'term_frequency': 2}, {'course_id': 'ADM 2313', 'doc_id': 9, 'term_frequency': 1}, {'course_id': 'ADM 2372', 'doc_id': 17, 'term_frequency': 1}, {'course_id': 'ADM 3301', 'doc_id': 20, 'term_frequency': 3}, {'course_id': 'ADM 3308', 'doc_id': 23, 'term_frequency': 2}, {'course_id': 'ADM 3350', 'doc_id': 40, 'term_frequency': 2}, {'course_id': 'ADM 6275', 'doc_id': 120, 'term_frequency': 1}, {'course_id': 'ADM 6281', 'doc_id': 124, 'term_frequency': 1}, {'course_id': 'ADM 6287', 'doc_id': 126, 'term_frequency': 1}, {'course_id': 'PSY 2106', 'doc_id': 174, 'term_frequency': 1}, {'course_id': 'PSY 3171', 'doc_id': 197, 'term_frequency': 1}, {'course_id': 'PSY 3173', 'doc_id': 198, 'term_frequency': 1}, {'course_id': 'PSY 3377', 'doc_id': 204, 'term_frequency': 1}, {'course_id': 'PSY 6107', 'doc_id': 270, 'term_frequency': 1}, {'course_id': 'PSY 6113', 'doc_id': 272, 'term_frequency': 1}, {'course_id': 'PSY 6145', 'doc_id': 286, 'term_frequency': 1}, {'course_id': 'PSY 6147', 'doc_id': 288, 'term_frequency': 1}, {'course_id': 'PSY 6170', 'doc_id': 299, 'term_frequency': 1}, {'course_id': 'PSY 6945', 'doc_id': 320, 'term_frequency': 1}, {'course_id': 'PSY 6947', 'doc_id': 322, 'term_frequency': 1}, {'course_id': 'PSY 7104', 'doc_id': 338, 'term_frequency': 1}, {'course_id': 'PSY 7167', 'doc_id': 348, 'term_frequency': 1}, {'course_id': 'PSY 7904', 'doc_id': 350, 'term_frequency': 1}, {'course_id': 'MAT 1302', 'doc_id': 359, 'term_frequency': 1}, {'course_id': 'MAT 1308', 'doc_id': 361, 'term_frequency': 2}, {'course_id': 'MAT 1332', 'doc_id': 367, 'term_frequency': 2}, {'course_id': 'MAT 1341', 'doc_id': 369, 'term_frequency': 1}, {'course_id': 'MAT 1348', 'doc_id': 370, 'term_frequency': 2}, {'course_id': 'MAT 1373', 'doc_id': 374, 'term_frequency': 1}, {'course_id': 'MAT 1374', 'doc_id': 375, 'term_frequency': 1}, {'course_id': 'MAT 2342', 'doc_id': 383, 'term_frequency': 1}, {'course_id': 'MAT 2362', 'doc_id': 386, 'term_frequency': 3}, {'course_id': 'MAT 2375', 'doc_id': 388, 'term_frequency': 1}, {'course_id': 'MAT 3130', 'doc_id': 396, 'term_frequency': 1}, {'course_id': 'MAT 3153', 'doc_id': 398, 'term_frequency': 1}, {'course_id': 'MAT 3155', 'doc_id': 399, 'term_frequency': 1}, {'course_id': 'MAT 3172', 'doc_id': 401, 'term_frequency': 1}, {'course_id': 'MAT 3320', 'doc_id': 402, 'term_frequency': 1}, {'course_id': 'MAT 3348', 'doc_id': 405, 'term_frequency': 1}, {'course_id': 'MAT 3377', 'doc_id': 409, 'term_frequency': 1}, {'course_id': 'MAT 3395', 'doc_id': 413, 'term_frequency': 1}, {'course_id': 'MAT 4124', 'doc_id': 414, 'term_frequency': 2}, {'course_id': 'MAT 4371', 'doc_id': 437, 'term_frequency': 1}, {'course_id': 'MAT 4372', 'doc_id': 438, 'term_frequency': 2}, {'course_id': 'MAT 5144', 'doc_id': 465, 'term_frequency': 1}, {'course_id': 'MAT 5162', 'doc_id': 478, 'term_frequency': 1}, {'course_id': 'MAT 5171', 'doc_id': 486, 'term_frequency': 1}, {'course_id': 'CSI 1306', 'doc_id': 553, 'term_frequency': 1}, {'course_id': 'CSI 1308', 'doc_id': 554, 'term_frequency': 1}, {'course_id': 'CSI 1390', 'doc_id': 555, 'term_frequency': 1}, {'course_id': 'CSI 2132', 'doc_id': 559, 'term_frequency': 1}, {'course_id': 'CSI 3120', 'doc_id': 564, 'term_frequency': 1}, {'course_id': 'CSI 4106', 'doc_id': 572, 'term_frequency': 1}, {'course_id': 'CSI 5127', 'doc_id': 607, 'term_frequency': 1}]"
introductori,2,"[{'course_id': 'ADM 4311', 'doc_id': 57, 'term_frequency': 1}, {'course_id': 'CSI 5102', 'doc_id': 593, 'term_frequency': 1}]"
intrus,2,"[{'course_id': 'CSI 5105', 'doc_id': 594, 'term_frequency': 1}, {'course_id': 'CSI 5180', 'doc_id': 639, 'term_frequency': 1}]"
intuit,2,"[{'course_id': 'MAT 1320', 'doc_id': 363, 'term_frequency': 1}, {'course_id': 'MAT 1325', 'doc_id': 365, 'term_frequency': 1}]"
invari,4,"[{'course_id': 'MAT 3130', 'doc_id': 396, 'term_frequency': 1}, {'course_id': 'MAT 5176', 'doc_id': 491, 'term_frequency': 1}, {'course_id': 'MAT 5190', 'doc_id': 498, 'term_frequency': 1}, {'course_id': 'CSI 2101', 'doc_id': 556, 'term_frequency': 1}]"
inventori,6,"[{'course_id': 'ADM 3301', 'doc_id': 20, 'term_frequency': 1}, {'course_id': 'ADM 3302', 'doc_id': 21, 'term_frequency': 1}, {'course_id': 'ADM 5380', 'doc_id': 115, 'term_frequency': 1}, {'course_id': 'ADM 6281', 'doc_id': 124, 'term_frequency': 1}, {'course_id': 'ADM 6382', 'doc_id': 163, 'term_frequency': 1}, {'course_id': 'PSY 4127', 'doc_id': 210, 'term_frequency': 1}]"
invers,6,"[{'course_id': 'MAT 1318', 'doc_id': 362, 'term_frequency': 1}, {'course_id': 'MAT 1320', 'doc_id': 363, 'term_frequency': 1}, {'course_id': 'MAT 3120', 'doc_id': 394, 'term_frequency': 1}, {'course_id': 'MAT 3341', 'doc_id': 403, 'term_frequency': 1}, {'course_id': 'MAT 5107', 'doc_id': 453, 'term_frequency': 1}, {'course_id': 'CSI 5147', 'doc_id': 620, 'term_frequency': 1}]"
invertebr,1,"[{'course_id': 'PSY 6201', 'doc_id': 304, 'term_frequency': 1}]"
invest,12,"[{'course_id': 'ADM 3357', 'doc_id': 43, 'term_frequency': 1}, {'course_id': 'ADM 3358', 'doc_id': 44, 'term_frequency': 1}, {'course_id': 'ADM 4318', 'doc_id': 62, 'term_frequency': 2}, {'course_id': 'ADM 4349', 'doc_id': 80, 'term_frequency': 1}, {'course_id': 'ADM 4354', 'doc_id': 84, 'term_frequency': 1}, {'course_id': 'ADM 4355', 'doc_id': 85, 'term_frequency': 1}, {'course_id': 'ADM 4356', 'doc_id': 86, 'term_frequency': 1}, {'course_id': 'ADM 4357', 'doc_id': 87, 'term_frequency': 1}, {'course_id': 'ADM 6342', 'doc_id': 146, 'term_frequency': 1}, {'course_id': 'ADM 6358', 'doc_id': 154, 'term_frequency': 2}, {'course_id': 'ADM 6365', 'doc_id': 156, 'term_frequency': 1}, {'course_id': 'PSY 4174', 'doc_id': 214, 'term_frequency': 1}]"
investig,7,"[{'course_id': 'ADM 3321', 'doc_id': 29, 'term_frequency': 1}, {'course_id': 'ADM 3323', 'doc_id': 31, 'term_frequency': 1}, {'course_id': 'ADM 4336', 'doc_id': 69, 'term_frequency': 1}, {'course_id': 'ADM 4998', 'doc_id': 100, 'term_frequency': 1}, {'course_id': 'ADM 4999', 'doc_id': 101, 'term_frequency': 1}, {'course_id': 'ADM 6392', 'doc_id': 165, 'term_frequency': 1}, {'course_id': 'MAT 1373', 'doc_id': 374, 'term_frequency': 1}]"
involv,8,"[{'course_id': 'ADM 2320', 'doc_id': 10, 'term_frequency': 1}, {'course_id': 'ADM 3322', 'doc_id': 30, 'term_frequency': 1}, {'course_id': 'ADM 4903', 'doc_id': 95, 'term_frequency': 1}, {'course_id': 'PSY 5121', 'doc_id': 237, 'term_frequency': 1}, {'course_id': 'MAT 1318', 'doc_id': 362, 'term_frequency': 1}, {'course_id': 'MAT 1339', 'doc_id': 368, 'term_frequency': 1}, {'course_id': 'CSI 5165', 'doc_id': 631, 'term_frequency': 1}, {'course_id': 'CSI 5311', 'doc_id': 643, 'term_frequency': 1}]"
io,1,"[{'course_id': 'CSI 2372', 'doc_id': 560, 'term_frequency': 1}]"
ip,1,"[{'course_id': 'CSI 5142', 'doc_id': 618, 'term_frequency': 1}]"
iptcp,1,"[{'course_id': 'CSI 5169', 'doc_id': 635, 'term_frequency': 1}]"
irreduc,1,"[{'course_id': 'MAT 4343', 'doc_id': 434, 'term_frequency': 1}]"
irregular,1,"[{'course_id': 'CSI 5124', 'doc_id': 605, 'term_frequency': 1}]"
isomorph,5,"[{'course_id': 'MAT 1348', 'doc_id': 370, 'term_frequency': 1}, {'course_id': 'MAT 2143', 'doc_id': 380, 'term_frequency': 1}, {'course_id': 'MAT 3143', 'doc_id': 397, 'term_frequency': 1}, {'course_id': 'MAT 5162', 'doc_id': 478, 'term_frequency': 1}]"
issu,55,"[{'course_id': 'ADM 1100', 'doc_id': 0, 'term_frequency': 1}, {'course_id': 'ADM 1300', 'doc_id': 2, 'term_frequency': 1}, {'course_id': 'ADM 2320', 'doc_id': 10, 'term_frequency': 1}, {'course_id': 'ADM 2372', 'doc_id': 17, 'term_frequency': 2}, {'course_id': 'ADM 3302', 'doc_id': 21, 'term_frequency': 1}, {'course_id': 'ADM 3316', 'doc_id': 25, 'term_frequency': 1}, {'course_id': 'ADM 3318', 'doc_id': 27, 'term_frequency': 1}, {'course_id': 'ADM 3333', 'doc_id': 33, 'term_frequency': 1}, {'course_id': 'ADM 3363', 'doc_id': 46, 'term_frequency': 1}, {'course_id': 'ADM 3396', 'doc_id': 49, 'term_frequency': 1}, {'course_id': 'ADM 4319', 'doc_id': 63, 'term_frequency': 1}, {'course_id': 'ADM 4336', 'doc_id': 69, 'term_frequency': 1}, {'course_id': 'ADM 4341', 'doc_id': 74, 'term_frequency': 1}, {'course_id': 'ADM 4342', 'doc_id': 75, 'term_frequency': 1}, {'course_id': 'ADM 4355', 'doc_id': 85, 'term_frequency': 1}, {'course_id': 'ADM 4396', 'doc_id': 92, 'term_frequency': 1}, {'course_id': 'ADM 5320', 'doc_id': 104, 'term_frequency': 1}, {'course_id': 'ADM 6276', 'doc_id': 121, 'term_frequency': 4}, {'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}, {'course_id': 'ADM 6316', 'doc_id': 131, 'term_frequency': 2}, {'course_id': 'ADM 6325', 'doc_id': 138, 'term_frequency': 1}, {'course_id': 'ADM 6342', 'doc_id': 146, 'term_frequency': 1}, {'course_id': 'ADM 6377', 'doc_id': 161, 'term_frequency': 1}, {'course_id': 'ADM 6396', 'doc_id': 168, 'term_frequency': 1}, {'course_id': 'PSY 3121', 'doc_id': 187, 'term_frequency': 1}, {'course_id': 'PSY 3128', 'doc_id': 192, 'term_frequency': 1}, {'course_id': 'PSY 4372', 'doc_id': 224, 'term_frequency': 1}, {'course_id': 'PSY 5102', 'doc_id': 229, 'term_frequency': 1}, {'course_id': 'PSY 5114', 'doc_id': 235, 'term_frequency': 1}, {'course_id': 'PSY 5424', 'doc_id': 249, 'term_frequency': 3}, {'course_id': 'PSY 6102', 'doc_id': 266, 'term_frequency': 1}, {'course_id': 'PSY 6113', 'doc_id': 272, 'term_frequency': 1}, {'course_id': 'PSY 6122', 'doc_id': 278, 'term_frequency': 1}, {'course_id': 'PSY 6133', 'doc_id': 282, 'term_frequency': 2}, {'course_id': 'PSY 6134', 'doc_id': 283, 'term_frequency': 1}, {'course_id': 'PSY 6170', 'doc_id': 299, 'term_frequency': 1}, {'course_id': 'PSY 6920', 'doc_id': 313, 'term_frequency': 1}, {'course_id': 'PSY 6930', 'doc_id': 316, 'term_frequency': 2}, {'course_id': 'PSY 6931', 'doc_id': 317, 'term_frequency': 1}, {'course_id': 'PSY 7108', 'doc_id': 342, 'term_frequency': 1}, {'course_id': 'PSY 7124', 'doc_id': 347, 'term_frequency': 1}, {'course_id': 'PSY 7908', 'doc_id': 354, 'term_frequency': 1}, {'course_id': 'CSI 2911', 'doc_id': 561, 'term_frequency': 1}, {'course_id': 'CSI 3131', 'doc_id': 566, 'term_frequency': 2}, {'course_id': 'CSI 3140', 'doc_id': 567, 'term_frequency': 1}, {'course_id': 'CSI 4139', 'doc_id': 584, 'term_frequency': 1}, {'course_id': 'CSI 5111', 'doc_id': 597, 'term_frequency': 1}, {'course_id': 'CSI 5115', 'doc_id': 600, 'term_frequency': 1}, {'course_id': 'CSI 5148', 'doc_id': 621, 'term_frequency': 1}, {'course_id': 'CSI 5175', 'doc_id': 638, 'term_frequency': 1}, {'course_id': 'CSI 5308', 'doc_id': 642, 'term_frequency': 1}, {'course_id': 'CSI 5312', 'doc_id': 644, 'term_frequency': 1}, {'course_id': 'CSI 5314', 'doc_id': 645, 'term_frequency': 1}, {'course_id': 'CSI 5380', 'doc_id': 646, 'term_frequency': 1}, {'course_id': 'CSI 7314', 'doc_id': 662, 'term_frequency': 1}]"
item,5,"[{'course_id': 'ADM 2342', 'doc_id': 14, 'term_frequency': 1}, {'course_id': 'ADM 3340', 'doc_id': 36, 'term_frequency': 1}, {'course_id': 'PSY 3307', 'doc_id': 203, 'term_frequency': 1}, {'course_id': 'PSY 6134', 'doc_id': 283, 'term_frequency': 4}]"
iter,3,"[{'course_id': 'ADM 6261', 'doc_id': 117, 'term_frequency': 1}, {'course_id': 'MAT 3380', 'doc_id': 412, 'term_frequency': 1}]"
jackknif,2,"[{'course_id': 'MAT 4374', 'doc_id': 440, 'term_frequency': 1}, {'course_id': 'MAT 5182', 'doc_id': 495, 'term_frequency': 1}]"
jacobi,1,"[{'course_id': 'MAT 3380', 'doc_id': 412, 'term_frequency': 1}]"
jacobson,2,"[{'course_id': 'MAT 4141', 'doc_id': 418, 'term_frequency': 1}, {'course_id': 'MAT 5141', 'doc_id': 462, 'term_frequency': 1}]"
java,1,"[{'course_id': 'CSI 2372', 'doc_id': 560, 'term_frequency': 1}]"
jenkin,1,"[{'course_id': 'ADM 6302', 'doc_id': 128, 'term_frequency': 1}]"
job,9,"[{'course_id': 'ADM 2336', 'doc_id': 11, 'term_frequency': 1}, {'course_id': 'ADM 2337', 'doc_id': 12, 'term_frequency': 1}, {'course_id': 'ADM 3337', 'doc_id': 35, 'term_frequency': 1}, {'course_id': 'ADM 3346', 'doc_id': 38, 'term_frequency': 1}, {'course_id': 'ADM 4338', 'doc_id': 71, 'term_frequency': 1}, {'course_id': 'ADM 5330', 'doc_id': 105, 'term_frequency': 1}, {'course_id': 'ADM 5331', 'doc_id': 106, 'term_frequency': 1}, {'course_id': 'ADM 6336', 'doc_id': 144, 'term_frequency': 1}]"
join,2,"[{'course_id': 'ADM 1101', 'doc_id': 1, 'term_frequency': 1}, {'course_id': 'ADM 1301', 'doc_id': 3, 'term_frequency': 1}]"
joint,4,"[{'course_id': 'ADM 4318', 'doc_id': 62, 'term_frequency': 1}, {'course_id': 'ADM 6279', 'doc_id': 123, 'term_frequency': 1}, {'course_id': 'MAT 4170', 'doc_id': 429, 'term_frequency': 1}, {'course_id': 'MAT 5170', 'doc_id': 485, 'term_frequency': 1}]"
jordan,3,"[{'course_id': 'MAT 3341', 'doc_id': 403, 'term_frequency': 1}, {'course_id': 'MAT 4143', 'doc_id': 420, 'term_frequency': 1}, {'course_id': 'MAT 5142', 'doc_id': 463, 'term_frequency': 1}]"
journal,1,"[{'course_id': 'CSI 5180', 'doc_id': 639, 'term_frequency': 1}]"
jpeg,1,"[{'course_id': 'MAT 5343', 'doc_id': 528, 'term_frequency': 1}]"
judg,1,"[{'course_id': 'ADM 6395', 'doc_id': 167, 'term_frequency': 1}]"
judgement,2,"[{'course_id': 'ADM 4342', 'doc_id': 75, 'term_frequency': 1}, {'course_id': 'PSY 6918', 'doc_id': 312, 'term_frequency': 1}]"
judgment,1,"[{'course_id': 'PSY 6118', 'doc_id': 277, 'term_frequency': 1}]"
judici,1,"[{'course_id': 'ADM 3360', 'doc_id': 45, 'term_frequency': 1}]"
junction,1,"[{'course_id': 'CSI 5149', 'doc_id': 622, 'term_frequency': 1}]"
justic,1,"[{'course_id': 'PSY 3173', 'doc_id': 198, 'term_frequency': 1}]"
k,1,"[{'course_id': 'MAT 3373', 'doc_id': 407, 'term_frequency': 1}]"
keep,2,"[{'course_id': 'PSY 4110', 'doc_id': 208, 'term_frequency': 1}, {'course_id': 'PSY 4310', 'doc_id': 221, 'term_frequency': 1}]"
kernel,2,"[{'course_id': 'MAT 1341', 'doc_id': 369, 'term_frequency': 1}]"
key,5,"[{'course_id': 'ADM 2352', 'doc_id': 16, 'term_frequency': 1}, {'course_id': 'MAT 5160', 'doc_id': 476, 'term_frequency': 1}, {'course_id': 'CSI 4108', 'doc_id': 574, 'term_frequency': 1}, {'course_id': 'CSI 5105', 'doc_id': 594, 'term_frequency': 1}, {'course_id': 'CSI 5106', 'doc_id': 595, 'term_frequency': 1}]"
kind,1,"[{'course_id': 'PSY 3377', 'doc_id': 204, 'term_frequency': 1}]"
kinemat,2,"[{'course_id': 'CSI 5147', 'doc_id': 620, 'term_frequency': 1}, {'course_id': 'CSI 5151', 'doc_id': 623, 'term_frequency': 1}]"
kleen,1,"[{'course_id': 'CSI 3104', 'doc_id': 562, 'term_frequency': 1}]"
knapsack,1,"[{'course_id': 'CSI 5165', 'doc_id': 631, 'term_frequency': 1}]"
know,1,"[{'course_id': 'ADM 4338', 'doc_id': 71, 'term_frequency': 1}]"
knowledg,20,"[{'course_id': 'ADM 1100', 'doc_id': 0, 'term_frequency': 1}, {'course_id': 'ADM 1300', 'doc_id': 2, 'term_frequency': 1}, {'course_id': 'ADM 2372', 'doc_id': 17, 'term_frequency': 1}, {'course_id': 'ADM 3345', 'doc_id': 37, 'term_frequency': 1}, {'course_id': 'ADM 3363', 'doc_id': 46, 'term_frequency': 1}, {'course_id': 'ADM 4311', 'doc_id': 57, 'term_frequency': 1}, {'course_id': 'ADM 4339', 'doc_id': 72, 'term_frequency': 1}, {'course_id': 'ADM 4340', 'doc_id': 73, 'term_frequency': 2}, {'course_id': 'ADM 4344', 'doc_id': 76, 'term_frequency': 1}, {'course_id': 'ADM 6260', 'doc_id': 116, 'term_frequency': 1}, {'course_id': 'ADM 6311', 'doc_id': 129, 'term_frequency': 1}, {'course_id': 'PSY 3377', 'doc_id': 204, 'term_frequency': 1}, {'course_id': 'PSY 4110', 'doc_id': 208, 'term_frequency': 1}, {'course_id': 'PSY 4310', 'doc_id': 221, 'term_frequency': 1}, {'course_id': 'PSY 6002', 'doc_id': 256, 'term_frequency': 1}, {'course_id': 'PSY 6145', 'doc_id': 286, 'term_frequency': 1}, {'course_id': 'PSY 6945', 'doc_id': 320, 'term_frequency': 1}, {'course_id': 'MAT 5181', 'doc_id': 494, 'term_frequency': 1}, {'course_id': 'CSI 4106', 'doc_id': 572, 'term_frequency': 2}, {'course_id': 'CSI 5101', 'doc_id': 592, 'term_frequency': 1}]"
knowledgeinteract,1,"[{'course_id': 'CSI 4108', 'doc_id': 574, 'term_frequency': 1}]"
known,1,"[{'course_id': 'ADM 4325', 'doc_id': 65, 'term_frequency': 1}]"
kr,1,"[{'course_id': 'CSI 5101', 'doc_id': 592, 'term_frequency': 2}]"
krull,1,"[{'course_id': 'MAT 5144', 'doc_id': 465, 'term_frequency': 2}, {'course_id': 'MAT 5144', 'doc_id': 465, 'term_frequency': 1}]"
kuhn,1,"[{'course_id': 'MAT 4387', 'doc_id': 445, 'term_frequency': 1}, {'course_id': 'MAT 4387', 'doc_id': 445, 'term_frequency': 1}]"
la,4,"[{'course_id': 'PSY 5824', 'doc_id': 252, 'term_frequency': 3}, {'course_id': 'PSY 6042', 'doc_id': 265, 'term_frequency': 6}, {'course_id': 'CSI 9997', 'doc_id': 665, 'term_frequency': 1}, {'course_id': 'CSI 9998', 'doc_id': 666, 'term_frequency': 1}]"
lab,3,"[{'course_id': 'ADM 2303', 'doc_id': 7, 'term_frequency': 1}, {'course_id': 'ADM 2304', 'doc_id': 8, 'term_frequency': 1}]"
label,1,"[{'course_id': 'ADM 6365', 'doc_id': 156, 'term_frequency': 2}]"
laboratori,8,"[{'course_id': 'PSY 3102', 'doc_id': 182, 'term_frequency': 1}, {'course_id': 'PSY 3108', 'doc_id': 185, 'term_frequency': 1}, {'course_id': 'PSY 3174', 'doc_id': 199, 'term_frequency': 1}, {'course_id': 'PSY 3377', 'doc_id': 204, 'term_frequency': 1}, {'course_id': 'PSY 4302', 'doc_id': 220, 'term_frequency': 2}, {'course_id': 'PSY 4327', 'doc_id': 222, 'term_frequency': 1}, {'course_id': 'PSY 6152', 'doc_id': 290, 'term_frequency': 1}, {'course_id': 'PSY 6952', 'doc_id': 324, 'term_frequency': 1}]"
labour,6,"[{'course_id': 'ADM 3334', 'doc_id': 34, 'term_frequency': 1}, {'course_id': 'ADM 4318', 'doc_id': 62, 'term_frequency': 1}, {'course_id': 'ADM 5331', 'doc_id': 106, 'term_frequency': 1}, {'course_id': 'ADM 6332', 'doc_id': 142, 'term_frequency': 2}, {'course_id': 'ADM 6336', 'doc_id': 144, 'term_frequency': 1}, {'course_id': 'CSI 5128', 'doc_id': 608, 'term_frequency': 1}]"
lag,1,"[{'course_id': 'MAT 3379', 'doc_id': 411, 'term_frequency': 1}]"
lagrang,2,"[{'course_id': 'MAT 2122', 'doc_id': 377, 'term_frequency': 1}, {'course_id': 'MAT 5107', 'doc_id': 453, 'term_frequency': 1}]"
lagrangeâ€™,1,"[{'course_id': 'MAT 2143', 'doc_id': 380, 'term_frequency': 1}]"
lambda,3,"[{'course_id': 'MAT 5162', 'doc_id': 478, 'term_frequency': 2}, {'course_id': 'CSI 4101', 'doc_id': 568, 'term_frequency': 1}, {'course_id': 'CSI 4125', 'doc_id': 579, 'term_frequency': 1}]"
lan,2,"[{'course_id': 'ADM 4378', 'doc_id': 90, 'term_frequency': 1}, {'course_id': 'CSI 5169', 'doc_id': 635, 'term_frequency': 1}]"
land,1,"[{'course_id': 'ADM 3360', 'doc_id': 45, 'term_frequency': 1}]"
landlord,1,"[{'course_id': 'ADM 3360', 'doc_id': 45, 'term_frequency': 1}]"
languag,28,"[{'course_id': 'PSY 1101', 'doc_id': 171, 'term_frequency': 1}, {'course_id': 'PSY 3136', 'doc_id': 195, 'term_frequency': 5}, {'course_id': 'PSY 3378', 'doc_id': 205, 'term_frequency': 1}, {'course_id': 'PSY 5103', 'doc_id': 230, 'term_frequency': 1}, {'course_id': 'PSY 5105', 'doc_id': 232, 'term_frequency': 1}, {'course_id': 'PSY 6115', 'doc_id': 274, 'term_frequency': 1}, {'course_id': 'PSY 6145', 'doc_id': 286, 'term_frequency': 6}, {'course_id': 'PSY 6146', 'doc_id': 287, 'term_frequency': 1}, {'course_id': 'PSY 6904', 'doc_id': 309, 'term_frequency': 1}, {'course_id': 'PSY 6945', 'doc_id': 320, 'term_frequency': 6}, {'course_id': 'PSY 6946', 'doc_id': 321, 'term_frequency': 1}, {'course_id': 'MAT 5162', 'doc_id': 478, 'term_frequency': 2}, {'course_id': 'CSI 1306', 'doc_id': 553, 'term_frequency': 1}, {'course_id': 'CSI 1308', 'doc_id': 554, 'term_frequency': 1}, {'course_id': 'CSI 2120', 'doc_id': 558, 'term_frequency': 2}, {'course_id': 'CSI 3104', 'doc_id': 562, 'term_frequency': 3}, {'course_id': 'CSI 3120', 'doc_id': 564, 'term_frequency': 4}, {'course_id': 'CSI 4101', 'doc_id': 568, 'term_frequency': 1}, {'course_id': 'CSI 4106', 'doc_id': 572, 'term_frequency': 1}, {'course_id': 'CSI 4115', 'doc_id': 576, 'term_frequency': 1}, {'course_id': 'CSI 4125', 'doc_id': 579, 'term_frequency': 1}, {'course_id': 'CSI 4134', 'doc_id': 583, 'term_frequency': 1}, {'course_id': 'CSI 5101', 'doc_id': 592, 'term_frequency': 1}, {'course_id': 'CSI 5115', 'doc_id': 600, 'term_frequency': 1}, {'course_id': 'CSI 5129', 'doc_id': 609, 'term_frequency': 1}, {'course_id': 'CSI 5151', 'doc_id': 623, 'term_frequency': 1}, {'course_id': 'CSI 5180', 'doc_id': 639, 'term_frequency': 1}, {'course_id': 'CSI 5386', 'doc_id': 647, 'term_frequency': 1}]"
lannã©,1,"[{'course_id': 'MAT 9904', 'doc_id': 542, 'term_frequency': 1}]"
lanspan,1,"[{'course_id': 'CSI 5142', 'doc_id': 618, 'term_frequency': 1}]"
laplac,4,"[{'course_id': 'MAT 2324', 'doc_id': 382, 'term_frequency': 1}, {'course_id': 'MAT 2384', 'doc_id': 391, 'term_frequency': 1}, {'course_id': 'MAT 4130', 'doc_id': 417, 'term_frequency': 1}, {'course_id': 'MAT 5185', 'doc_id': 496, 'term_frequency': 1}]"
